Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,,,,,,#date+year,,,#indicator+type,#indicator+value+num,
UGA,1973-01-01,1973-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7021,Annual value,,7.021450000000000,X
UGA,1973-01-01,1973-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7001,January,,7.021450000000000,X
UGA,1973-02-01,1973-02-28,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7002,February,,7.021450000000000,X
UGA,1973-03-01,1973-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7003,March,,7.021450000000000,X
UGA,1973-04-01,1973-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7004,April,,7.021450000000000,X
UGA,1973-05-01,1973-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7005,May,,7.021450000000000,X
UGA,1973-06-01,1973-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7006,June,,7.021450000000000,X
UGA,1973-07-01,1973-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7007,July,,7.021450000000000,X
UGA,1973-08-01,1973-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7008,August,,7.021450000000000,X
UGA,1973-09-01,1973-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7009,September,,7.021450000000000,X
UGA,1973-10-01,1973-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7010,October,,7.021450000000000,X
UGA,1973-11-01,1973-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7011,November,,7.021450000000000,X
UGA,1973-12-01,1973-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1973,1973,7012,December,,7.021450000000000,X
UGA,1974-01-01,1974-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7021,Annual value,,7.135950000000000,X
UGA,1974-01-01,1974-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7001,January,,7.135950000000000,X
UGA,1974-02-01,1974-02-28,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7002,February,,7.135950000000000,X
UGA,1974-03-01,1974-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7003,March,,7.135950000000000,X
UGA,1974-04-01,1974-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7004,April,,7.135950000000000,X
UGA,1974-05-01,1974-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7005,May,,7.135950000000000,X
UGA,1974-06-01,1974-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7006,June,,7.135950000000000,X
UGA,1974-07-01,1974-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7007,July,,7.135950000000000,X
UGA,1974-08-01,1974-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7008,August,,7.135950000000000,X
UGA,1974-09-01,1974-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7009,September,,7.135950000000000,X
UGA,1974-10-01,1974-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7010,October,,7.135950000000000,X
UGA,1974-11-01,1974-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7011,November,,7.135950000000000,X
UGA,1974-12-01,1974-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1974,1974,7012,December,,7.135950000000000,X
UGA,1975-01-01,1975-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7021,Annual value,,8.735330120000000,X
UGA,1975-01-01,1975-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7001,January,,8.735330120000000,X
UGA,1975-02-01,1975-02-28,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7002,February,,8.735330120000000,X
UGA,1975-03-01,1975-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7003,March,,8.735330120000000,X
UGA,1975-04-01,1975-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7004,April,,8.735330120000000,X
UGA,1975-05-01,1975-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7005,May,,8.735330120000000,X
UGA,1975-06-01,1975-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7006,June,,8.735330120000000,X
UGA,1975-07-01,1975-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7007,July,,8.735330120000000,X
UGA,1975-08-01,1975-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7008,August,,8.735330120000000,X
UGA,1975-09-01,1975-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7009,September,,8.735330120000000,X
UGA,1975-10-01,1975-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7010,October,,8.735330120000000,X
UGA,1975-11-01,1975-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7011,November,,8.735330120000000,X
UGA,1975-12-01,1975-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1975,1975,7012,December,,8.735330120000000,X
UGA,1976-01-01,1976-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7021,Annual value,,9.751608960000000,X
UGA,1976-01-01,1976-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7001,January,,9.751608960000000,X
UGA,1976-02-01,1976-02-29,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7002,February,,9.751608960000000,X
UGA,1976-03-01,1976-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7003,March,,9.751608960000000,X
UGA,1976-04-01,1976-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7004,April,,9.751608960000000,X
UGA,1976-05-01,1976-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7005,May,,9.751608960000000,X
UGA,1976-06-01,1976-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7006,June,,9.751608960000000,X
UGA,1976-07-01,1976-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7007,July,,9.751608960000000,X
UGA,1976-08-01,1976-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7008,August,,9.751608960000000,X
UGA,1976-09-01,1976-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7009,September,,9.751608960000000,X
UGA,1976-10-01,1976-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7010,October,,9.751608960000000,X
UGA,1976-11-01,1976-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7011,November,,9.751608960000000,X
UGA,1976-12-01,1976-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1976,1976,7012,December,,9.751608960000000,X
UGA,1977-01-01,1977-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7021,Annual value,,16.613378300000001,X
UGA,1977-01-01,1977-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7001,January,,16.613378300000001,X
UGA,1977-02-01,1977-02-28,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7002,February,,16.613378300000001,X
UGA,1977-03-01,1977-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7003,March,,16.613378300000001,X
UGA,1977-04-01,1977-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7004,April,,16.613378300000001,X
UGA,1977-05-01,1977-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7005,May,,16.613378300000001,X
UGA,1977-06-01,1977-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7006,June,,16.613378300000001,X
UGA,1977-07-01,1977-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7007,July,,16.613378300000001,X
UGA,1977-08-01,1977-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7008,August,,16.613378300000001,X
UGA,1977-09-01,1977-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7009,September,,16.613378300000001,X
UGA,1977-10-01,1977-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7010,October,,16.613378300000001,X
UGA,1977-11-01,1977-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7011,November,,16.613378300000001,X
UGA,1977-12-01,1977-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1977,1977,7012,December,,16.613378300000001,X
UGA,1978-01-01,1978-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7021,Annual value,,21.391456500000000,X
UGA,1978-01-01,1978-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7001,January,,21.391456500000000,X
UGA,1978-02-01,1978-02-28,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7002,February,,21.391456500000000,X
UGA,1978-03-01,1978-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7003,March,,21.391456500000000,X
UGA,1978-04-01,1978-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7004,April,,21.391456500000000,X
UGA,1978-05-01,1978-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7005,May,,21.391456500000000,X
UGA,1978-06-01,1978-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7006,June,,21.391456500000000,X
UGA,1978-07-01,1978-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7007,July,,21.391456500000000,X
UGA,1978-08-01,1978-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7008,August,,21.391456500000000,X
UGA,1978-09-01,1978-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7009,September,,21.391456500000000,X
UGA,1978-10-01,1978-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7010,October,,21.391456500000000,X
UGA,1978-11-01,1978-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7011,November,,21.391456500000000,X
UGA,1978-12-01,1978-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1978,1978,7012,December,,21.391456500000000,X
UGA,1979-01-01,1979-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7021,Annual value,,33.571033290000003,X
UGA,1979-01-01,1979-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7001,January,,33.571033290000003,X
UGA,1979-02-01,1979-02-28,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7002,February,,33.571033290000003,X
UGA,1979-03-01,1979-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7003,March,,33.571033290000003,X
UGA,1979-04-01,1979-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7004,April,,33.571033290000003,X
UGA,1979-05-01,1979-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7005,May,,33.571033290000003,X
UGA,1979-06-01,1979-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7006,June,,33.571033290000003,X
UGA,1979-07-01,1979-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7007,July,,33.571033290000003,X
UGA,1979-08-01,1979-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7008,August,,33.571033290000003,X
UGA,1979-09-01,1979-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7009,September,,33.571033290000003,X
UGA,1979-10-01,1979-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7010,October,,33.571033290000003,X
UGA,1979-11-01,1979-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7011,November,,33.571033290000003,X
UGA,1979-12-01,1979-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1979,1979,7012,December,,33.571033290000003,X
UGA,1980-01-01,1980-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7021,Annual value,,59.478778570000003,X
UGA,1980-01-01,1980-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7001,January,,59.478778570000003,X
UGA,1980-02-01,1980-02-29,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7002,February,,59.478778570000003,X
UGA,1980-03-01,1980-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7003,March,,59.478778570000003,X
UGA,1980-04-01,1980-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7004,April,,59.478778570000003,X
UGA,1980-05-01,1980-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7005,May,,59.478778570000003,X
UGA,1980-06-01,1980-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7006,June,,59.478778570000003,X
UGA,1980-07-01,1980-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7007,July,,59.478778570000003,X
UGA,1980-08-01,1980-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7008,August,,59.478778570000003,X
UGA,1980-09-01,1980-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7009,September,,59.478778570000003,X
UGA,1980-10-01,1980-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7010,October,,59.478778570000003,X
UGA,1980-11-01,1980-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7011,November,,59.478778570000003,X
UGA,1980-12-01,1980-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1980,1980,7012,December,,59.478778570000003,X
UGA,1981-01-01,1981-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7021,Annual value,,93.839237130000001,X
UGA,1981-01-01,1981-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7001,January,,93.839237130000001,X
UGA,1981-02-01,1981-02-28,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7002,February,,93.839237130000001,X
UGA,1981-03-01,1981-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7003,March,,93.839237130000001,X
UGA,1981-04-01,1981-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7004,April,,93.839237130000001,X
UGA,1981-05-01,1981-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7005,May,,93.839237130000001,X
UGA,1981-06-01,1981-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7006,June,,93.839237130000001,X
UGA,1981-07-01,1981-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7007,July,,93.839237130000001,X
UGA,1981-08-01,1981-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7008,August,,93.839237130000001,X
UGA,1981-09-01,1981-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7009,September,,93.839237130000001,X
UGA,1981-10-01,1981-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7010,October,,93.839237130000001,X
UGA,1981-11-01,1981-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7011,November,,93.839237130000001,X
UGA,1981-12-01,1981-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1981,1981,7012,December,,93.839237130000001,X
UGA,1982-01-01,1982-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7021,Annual value,,118.304587900000000,X
UGA,1982-01-01,1982-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7001,January,,118.304587900000000,X
UGA,1982-02-01,1982-02-28,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7002,February,,118.304587900000000,X
UGA,1982-03-01,1982-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7003,March,,118.304587900000000,X
UGA,1982-04-01,1982-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7004,April,,118.304587900000000,X
UGA,1982-05-01,1982-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7005,May,,118.304587900000000,X
UGA,1982-06-01,1982-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7006,June,,118.304587900000000,X
UGA,1982-07-01,1982-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7007,July,,118.304587900000000,X
UGA,1982-08-01,1982-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7008,August,,118.304587900000000,X
UGA,1982-09-01,1982-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7009,September,,118.304587900000000,X
UGA,1982-10-01,1982-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7010,October,,118.304587900000000,X
UGA,1982-11-01,1982-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7011,November,,118.304587900000000,X
UGA,1982-12-01,1982-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1982,1982,7012,December,,118.304587900000000,X
UGA,1983-01-01,1983-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7021,Annual value,,165.148394059999990,X
UGA,1983-01-01,1983-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7001,January,,165.148394059999990,X
UGA,1983-02-01,1983-02-28,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7002,February,,165.148394059999990,X
UGA,1983-03-01,1983-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7003,March,,165.148394059999990,X
UGA,1983-04-01,1983-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7004,April,,165.148394059999990,X
UGA,1983-05-01,1983-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7005,May,,165.148394059999990,X
UGA,1983-06-01,1983-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7006,June,,165.148394059999990,X
UGA,1983-07-01,1983-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7007,July,,165.148394059999990,X
UGA,1983-08-01,1983-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7008,August,,165.148394059999990,X
UGA,1983-09-01,1983-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7009,September,,165.148394059999990,X
UGA,1983-10-01,1983-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7010,October,,165.148394059999990,X
UGA,1983-11-01,1983-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7011,November,,165.148394059999990,X
UGA,1983-12-01,1983-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1983,1983,7012,December,,165.148394059999990,X
UGA,1984-01-01,1984-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7021,Annual value,,266.726792839999970,X
UGA,1984-01-01,1984-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7001,January,,266.726792839999970,X
UGA,1984-02-01,1984-02-29,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7002,February,,266.726792839999970,X
UGA,1984-03-01,1984-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7003,March,,266.726792839999970,X
UGA,1984-04-01,1984-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7004,April,,266.726792839999970,X
UGA,1984-05-01,1984-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7005,May,,266.726792839999970,X
UGA,1984-06-01,1984-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7006,June,,266.726792839999970,X
UGA,1984-07-01,1984-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7007,July,,266.726792839999970,X
UGA,1984-08-01,1984-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7008,August,,266.726792839999970,X
UGA,1984-09-01,1984-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7009,September,,266.726792839999970,X
UGA,1984-10-01,1984-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7010,October,,266.726792839999970,X
UGA,1984-11-01,1984-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7011,November,,266.726792839999970,X
UGA,1984-12-01,1984-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1984,1984,7012,December,,266.726792839999970,X
UGA,1985-01-01,1985-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7021,Annual value,,672.019999999999980,X
UGA,1985-01-01,1985-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7001,January,,672.019999999999980,X
UGA,1985-02-01,1985-02-28,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7002,February,,672.019999999999980,X
UGA,1985-03-01,1985-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7003,March,,672.019999999999980,X
UGA,1985-04-01,1985-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7004,April,,672.019999999999980,X
UGA,1985-05-01,1985-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7005,May,,672.019999999999980,X
UGA,1985-06-01,1985-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7006,June,,672.019999999999980,X
UGA,1985-07-01,1985-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7007,July,,672.019999999999980,X
UGA,1985-08-01,1985-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7008,August,,672.019999999999980,X
UGA,1985-09-01,1985-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7009,September,,672.019999999999980,X
UGA,1985-10-01,1985-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7010,October,,672.019999999999980,X
UGA,1985-11-01,1985-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7011,November,,672.019999999999980,X
UGA,1985-12-01,1985-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1985,1985,7012,December,,672.019999999999980,X
UGA,1986-01-01,1986-12-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1986,1986,7021,Annual value,,1400.000000000000000,X
UGA,1986-01-01,1986-01-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1986,1986,7001,January,,1400.000000000000000,X
UGA,1986-02-01,1986-02-28,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1986,1986,7002,February,,1400.000000000000000,X
UGA,1986-03-01,1986-03-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1986,1986,7003,March,,1400.000000000000000,X
UGA,1986-04-01,1986-04-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1986,1986,7004,April,,1400.000000000000000,X
UGA,1986-05-01,1986-05-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1986,1986,7005,May,,1400.000000000000000,X
UGA,1986-06-01,1986-06-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1986,1986,7006,June,,1400.000000000000000,X
UGA,1986-07-01,1986-07-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1986,1986,7007,July,,1400.000000000000000,X
UGA,1986-08-01,1986-08-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1986,1986,7008,August,,1400.000000000000000,X
UGA,1986-09-01,1986-09-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1986,1986,7009,September,,1400.000000000000000,X
UGA,1986-10-01,1986-10-31,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1986,1986,7010,October,,1400.000000000000000,X
UGA,1986-11-01,1986-11-30,226,'800,Uganda,LCU,Local currency units per USD,UGS,Uganda Shilling,1986,1986,7011,November,,1400.000000000000000,X
